,cuest_id_b,parcela,cultivo,temporary_,superf_par,Y,X,patca,correccion,corregido,corregido2,area,geometry,ID,time_x,time_y,temporary_crop,trends
208,3332,14,pasto,0,18.863998000000002,19.808329999999998,-70.96745900000002,1,revisar tipo de cultivo y área,Se movió hacia la izquierda,ok,15138.007,"POLYGON ((-70.96987359194489 19.80837837570382, -70.96990387932028 19.80818265265776, -70.96999658834041 19.80800536702905, -70.97014264384312 19.80786387269648, -70.97032774887187 19.80777202000375, -70.97053378417141 19.80773880003236, -70.97074058178303 19.80776746453015, -70.97092789914386 19.8078552076283, -70.97107740048283 19.8079934404948, -70.97117445159355 19.80816863204097, -70.97120955232251 19.80836363339768, -70.9711792665538 19.80855935652792, -70.9710865586413 19.80873664267606, -70.97094050332407 19.80887813776494, -70.97075539748784 19.80896999116196, -70.97054936069624 19.8090032115166, -70.97034256147793 19.80897454693463, -70.9701552430095 19.80888680331703, -70.97000574148507 19.80874856969423, -70.9699086911818 19.80857337744377, -70.96987359194489 19.80837837570382))",333214,Baseline,1. Follow-up1,0,trend
218,3448,12,pasto,0,5.030399299999999,19.813858,-71.00832800000002,0,mover hacia el centro del cultivo,"Se movió hacia arriba y la derecha, la zona de influencia contiene árboles y arbustos","ok, arboles",15137.38,"POLYGON ((-71.0072948951119 19.81458831028536, -71.0073251364923 19.81439258486987, -71.00741780506736 19.81421528318657, -71.00756382963354 19.81407376068599, -71.00774891626206 19.8139818704691, -71.00795494749845 19.81394860729026, -71.00816175578161 19.81397722712633, -71.00834909750431 19.81406492847992, -71.00849863451121 19.81420312660502, -71.00859572910504 19.8143782938137, -71.00863087687614 19.81457328361943, -71.00860063710397 19.81476900911629, -71.00850796963967 19.81494631131741, -71.00836194526249 19.81508783457445, -71.0081768578291 19.81517972549751, -71.00797082510131 19.81521298906249, -71.00776401520991 19.81518436914503, -71.00757667237647 19.81509666727363, -71.00742713518054 19.81495846839207, -71.00733004139161 19.81478330047722, -71.0072948951119 19.81458831028536))",344812,Baseline,1. Follow-up1,0,trend
221,3449,13,pasto,0,1.7606398,19.819592999999998,-71.041167,1,mover hacia el centro del cultivo,"Se movió hacia la derecha, el ára de influencia contiene arbustos",ok,24315.789,"POLYGON ((-71.03865451273263 19.8191504993932, -71.03913242410893 19.81824197205752, -71.04045190620754 19.81898343979273, -71.04087722662668 19.81955462735074, -71.03989188801427 19.82013383979487, -71.03970274184994 19.81961646884541, -71.03867799493423 19.81945751376952, -71.03865451273263 19.8191504993932))",344913,Baseline,1. Follow-up1,0,trend
222,3458,11,pasto,0,10.752479,19.396808,-70.93876400000002,1,mover hacia el centro del cultivo y revisar el área,Se movió hacia la izquierda y arriba,ok,15138.357,"POLYGON ((-70.9418121874151 19.39932084317454, -70.94184248000198 19.39912512016493, -70.94193502975659 19.39894785892072, -70.94208077711063 19.39880641093548, -70.94226545527189 19.39871462201851, -70.94247098676703 19.39868147701064, -70.94267725294797 19.39871022032285, -70.94286406326634 19.39879803837103, -70.94301313158006 19.39893633498483, -70.9431098660697 19.39911157283313, -70.94314479757763 19.39930659851227, -70.94311450655779 19.39950232160332, -70.94302195788366 19.39967958335487, -70.94287621071082 19.39982103207957, -70.94269153176228 19.39991282168567, -70.94248599881207 19.39994596706911, -70.94227973106409 19.39991722367546, -70.94209291966524 19.39982940511993, -70.94194385117032 19.39969110776667, -70.94184711746796 19.39951586922926, -70.9418121874151 19.39932084317454))",345811,Baseline,1. Follow-up1,1,no trend
223,3540,11,cero,0,1.2575998,18.406295,-71.62893699999998,0,revisar área,ok,ok,15125.077,"POLYGON ((-71.62827493242926 18.40630416186214, -71.6283043708621 18.40610841202944, -71.62839573528609 18.4059309268275, -71.62854008216289 18.40578907968181, -71.6287232817804 18.40569675548032, -71.62892740138045 18.40566299146171, -71.62913246050513 18.4056910926247, -71.62931838675033 18.40577830823414, -71.62946698051172 18.40591610108119, -71.62956369643071 18.40609098314091, -71.62959906718248 18.40628583583624, -71.62956963024067 18.40648158568644, -71.62947826688648 18.40665907132982, -71.62933392024962 18.40680091917229, -71.62915071995052 18.40689324405973, -71.62894659900772 18.40692700849147, -71.62874153839201 18.40689890731099, -71.62855561107702 18.40681169126012, -71.62840701707569 18.40667389771629, -71.62831030183828 18.40649901497061, -71.62827493242926 18.40630416186214))",354011,Baseline,1. Follow-up1,1,no trend
224,3542,11,cero,0,1.8863997,18.399213,-71.617684,0,revisar área,ok,ok,15125.338,"POLYGON ((-71.61702195350296 18.39922211928562, -71.61705140480957 18.39902636962496, -71.61714277878424 18.39884888874576, -71.61728713095388 18.39870704965033, -71.61747033108844 18.39861473643864, -71.61767444637921 18.3985809852737, -71.61787949679005 18.39860909989617, -71.61806541076973 18.39869632825349, -71.61821398991432 18.39883413188904, -71.61831069029593 18.39900902172176, -71.61834604611055 18.39920387841363, -71.61831659629402 18.39939962809256, -71.61822522338794 18.39957710941351, -71.61808087145718 18.39971894920547, -71.61789767064055 18.39981126310239, -71.61769355400729 18.39984501467954, -71.61748850210633 18.3998169000388, -71.61730258705809 18.39972967123972, -71.6171540076746 18.39959186690765, -71.61705730797509 18.39941697638969, -71.61702195350296 18.39922211928562))",354211,Baseline,1. Follow-up1,1,no trend
225,3554,11,cero,0,1.6977597,18.486563,-71.85119299999998,0,mover hacia el centro del cultivo,Se movió hacia la derecha y abajo,"ok, arboles",6062.096,"POLYGON ((-71.85052054286641 18.48654149121844, -71.85053647002538 18.48552142798303, -71.85109604517925 18.48542037880248, -71.85092983681093 18.4865353249945, -71.85072570164294 18.48656933489333, -71.85052054286641 18.48654149121844))",355411,Baseline,1. Follow-up1,1,no trend
226,3557,11,cero,0,3.1439996,18.395203,-71.592804,0,revisar área,ok,ok,15125.87,"POLYGON ((-71.59214195567073 18.3952120307614, -71.59217143559515 18.39501628147214, -71.59226283517371 18.39483880959309, -71.59240720742736 18.3946969872454, -71.59259042016038 18.39460469688966, -71.59279453933109 18.39457097245177, -71.59299958452364 18.39459911505641, -71.59318548469743 18.39468636991221, -71.59333404279968 18.39482419596883, -71.59343071696193 18.3949991019505, -71.59346604394649 18.39519396693822, -71.59343656551121 18.39538971624759, -71.59334516699921 18.39556718856949, -71.59320079498217 18.39570901161363, -71.59301758156538 18.39580130265337, -71.5928134610517 18.39583502750157, -71.59260841437002 18.39580688487682, -71.59242251312968 18.39571962957816, -71.59227395479081 18.3955818028251, -71.59217728131233 18.39540689615942, -71.59214195567073 18.3952120307614))",355711,Baseline,1. Follow-up1,1,no trend
228,3566,11,guineo,0,1.8863997,18.409788,-71.632244,0,mover hacia el centro del cultivo,ok,ok,15125.018,"POLYGON ((-71.63158192084182 18.40979717505768, -71.63161135550934 18.40960142517137, -71.63170271767083 18.40942393862945, -71.63184706400941 18.40928208898857, -71.63203026486561 18.40918976138093, -71.63223438735999 18.40915599337857, -71.63243945075132 18.40918409037013, -71.63262538221795 18.40927130202875, -71.63277398164449 18.40940909153235, -71.6328707031178 18.40958397118326, -71.63290607876944 18.40977882264026, -71.63287664559337 18.40997457254385, -71.63278528450211 18.41015205952717, -71.63264093840378 18.41029390986494, -71.63245773686607 18.41038623815881, -71.63225361302875 18.4104200065746, -71.63204854814599 18.41039190956576, -71.63186261560911 18.41030469746573, -71.63171401594234 18.41016690726524, -71.63161729515052 18.4099920269281, -71.63158192084182 18.40979717505768))",356611,Baseline,1. Follow-up1,1,no trend
231,3632,11,cero,0,1.2575998,18.43593,-71.777091,0,revisar área,ok,ok,15121.738,"POLYGON ((-71.77642890031396 18.43593969286835, -71.77645816787935 18.4357439416196, -71.77654938130752 18.43556640316326, -71.77669361183891 18.43542445613863, -71.77687674114817 18.43533199521042, -71.77708084335799 18.435298071, -71.77728593971244 18.43532600418516, -71.77747195416399 18.43541306047204, -71.77762067847577 18.43555071824654, -71.77771755451197 18.43572550270563, -71.77775309927576 18.43592030482713, -71.7777238332076 18.43611605608245, -71.7776326208615 18.43629359497391, -71.77748839058368 18.436435542696, -71.77730526060265 18.43652800431764, -71.77710115705229 18.43656192895257, -71.7768960592006 18.43653399576083, -71.77671004366698 18.43644693903882, -71.77656131910163 18.43630928056685, -71.77646444373723 18.43613449541436, -71.77642890031396 18.43593969286835))",363211,Baseline,1. Follow-up1,1,no trend
241,3914,11,cero,0,1.8863997,18.890127,-70.853212,1,revisar área,"ok, se intesecta con el cultivo de aguacate",ok,7927.765,"POLYGON ((-70.85315736951794 18.89065458589102, -70.85290216010704 18.89015589978862, -70.85281800939788 18.88990870703734, -70.85299705065341 18.8894056914921, -70.85321281016384 18.88927952452292, -70.85367843227669 18.88916636756083, -70.85351459711578 18.88957105278724, -70.85331924708036 18.89056512722031, -70.85315736951794 18.89065458589102))",391411,Baseline,1. Follow-up1,1,no trend
242,3915,11,habichuela roja,1,1.8863997,18.889566000000002,-70.85396799999998,0,mover hacia el centro del cultivo,El cultivo comparte el área de influencia con el culitvo de aguacate,ok,8559.196,"POLYGON ((-70.8534545251464 18.89075702216111, -70.85382086860247 18.88902231483778, -70.85435031793808 18.88878967122641, -70.85386626867631 18.88994099980264, -70.85411419870556 18.89051791277907, -70.85385117116607 18.89078862224339, -70.8534545251464 18.89075702216111))",391511,Baseline,1. Follow-up1,0,no trend
243,276,11,pasto,0,7.545599,19.528879,-71.46013600000002,0,"Punto sobre la vía, mover hacía la derecha o izquierda","Se movió hacia la izquierda, zona de influencia contiene árboles",ok,10019.219,"POLYGON ((-71.45845235179759 19.52883826695094, -71.4585239980013 19.52864515280184, -71.45857403780562 19.52846504479633, -71.46011895628538 19.52864839478596, -71.46005469888897 19.52892375407478, -71.45995579452453 19.5293443132167, -71.45845235179759 19.52883826695094))",27611,Baseline,1. Follow-up1,0,trend
247,1364,11,plátano,0,2.5151997,18.813264999999998,-70.41719300000001,0,Revisar tipo de cultivo,Revisar tipo de cultivo,ok,15145.594,"POLYGON ((-70.41652885794808 18.81327004468939, -70.41655972673983 18.81307435808644, -70.41665258454768 18.81289733293175, -70.41679834165942 18.81275629760797, -70.41698273033485 18.81266505753344, -70.41718770143872 18.81263254383065, -70.41739319117269 18.81266193912074, -70.41757908498271 18.81275036600415, -70.4177271864305 18.81288916871434, -70.41782299833299 18.81306476037674, -70.41785714184064 18.81325995294772, -70.41782627454762 18.8134556396651, -70.41773341774673 18.81363266533331, -70.41758766076558 18.81377370137359, -70.41740327129448 18.81386494209389, -70.4171982987726 18.81389745612507, -70.41699280753993 18.81386806072056, -70.41680691272295 18.81377963332362, -70.41665881114459 18.81364082989693, -70.41656300003774 18.81346523758876, -70.41652885794808 18.81327004468939))",136411,Baseline,1. Follow-up1,1,no trend
248,1413,11,pasto,0,5.6591992,19.229812,-70.66864099999998,0,ok,Zona de influencia contiene árboles,ok,18657.567,"POLYGON ((-70.6679175416498 19.22982117583185, -70.66783914217341 19.22959968493166, -70.66855551589759 19.2294277959314, -70.66886589304998 19.22945597248446, -70.66915419814066 19.22945334437879, -70.66961526857995 19.22931995153057, -70.670054206527 19.22968801236559, -70.67007941312053 19.23002884111143, -70.67009347918585 19.23034393368295, -70.66939300518105 19.23047434341958, -70.66864247594101 19.2304966880401, -70.66924655919189 19.2299795932012, -70.66921695880883 19.22974215543192, -70.66862580294388 19.22992324101295, -70.66814302306763 19.23006199688279, -70.66785680353807 19.23027130686859, -70.6679175416498 19.22982117583185))",141311,Baseline,1. Follow-up1,1,no trend
249,1544,11,plátano,0,1.5719998,19.299296,-70.602851,0,Revisar tipo de cultivo,Revisar tipo de cultivo,ok,5587.309,"POLYGON ((-70.60314797490564 19.29961120283468, -70.60253895767323 19.29911012029853, -70.60295045067036 19.29888946570912, -70.60313125104766 19.29901190168198, -70.60349446814352 19.29886401706579, -70.60374619358625 19.29900391614941, -70.60344296649745 19.29916419345557, -70.60355281749608 19.29926658156669, -70.60348632863965 19.2994858493944, -70.60314797490564 19.29961120283468))",154411,Baseline,1. Follow-up1,0,trend
250,1657,11,plátano,0,5.030399299999999,19.451326,-70.41982299999998,0,Revisar área,"Se movió hacia la derecha y abajo, revisar tipo de cultivo",ok,15145.632,"POLYGON ((-70.4188240698147 19.45085065516812, -70.41885500094644 19.45065497384568, -70.41894816486658 19.45047793656807, -70.41909444189307 19.45033687290159, -70.41927951339254 19.45024559103527, -70.41948526339513 19.45021302617941, -70.41969155186676 19.45024236596111, -70.41987818607591 19.45033073841545, -70.42002689711424 19.45046949310677, -70.42012312812804 19.45064504786461, -70.42015745923727 19.45084021826091, -70.420126529664 19.45103589970534, -70.42003336678901 19.45121293751738, -70.41988708989514 19.45135400192661, -70.4197020175651 19.45144528446028, -70.419496266086 19.45147784965321, -70.41928997605588 19.45144850974951, -70.4191033408016 19.45136013676074, -70.41895462963065 19.45122138132669, -70.41885839944742 19.45104582590148, -70.4188240698147 19.45085065516812))",165711,Baseline,1. Follow-up1,1,no trend
264,2390,11,pasto,0,5.030399299999999,19.551079,-71.53771999999998,0,"Punto sobre vía, mover hacía la izquierda",Se movió hacia la izquierda y abajo,ok,15127.416,"POLYGON ((-71.53757077093182 19.55034573544993, -71.53760034393032 19.55014998529827, -71.53769227831653 19.54997247907183, -71.53783757475118 19.54983059224819, -71.53802201057323 19.54973821359259, -71.53822753202574 19.54970438566912, -71.53843402144287 19.54973241973067, -71.53862126642844 19.5498195716133, -71.53877093829961 19.54995731035214, -71.53886838616454 19.55013215322539, -71.53890407104088 19.55032698549681, -71.53887449963844 19.55052273568612, -71.53878256638541 19.5507002423956, -71.53863727018819 19.55084212996316, -71.53845283361716 19.55093450933941, -71.53824731071531 19.55096833768501, -71.53804081970213 19.55094030358581, -71.53785357358339 19.55085315122012, -71.53770390147479 19.55071541173737, -71.53760645435884 19.55054056814346, -71.53757077093182 19.55034573544993))",239011,Baseline,1. Follow-up1,0,trend
273,2552,12,pasto,0,2.5151997,19.564289000000002,-71.535667,0,Revisar el área y centrar,"Se movió hacia abajo, zona de influencia contiene árboles","ok, arboles",20188.65,"POLYGON ((-71.53510130452547 19.56364087976771, -71.53502422026698 19.56289301676936, -71.53647004112348 19.56338836270022, -71.53694047549767 19.56347556493974, -71.53690036869573 19.56369823003162, -71.53682366289253 19.56401954749785, -71.536238902569 19.56409833871678, -71.5360544501693 19.56419071735843, -71.53584890994831 19.56422454486211, -71.53521156148659 19.56441926726527, -71.53510130452547 19.56364087976771))",255212,Baseline,1. Follow-up1,0,trend
275,2589,11,pasto,0,12.575998,19.417119,-71.269904,0,"Punto sobre copa de árbol, mover hacía abajo y revisar área","Se movió hacia abajo, zona de influencia contiene árboles",ok,15132.69,"POLYGON ((-71.26884772569532 19.41564376317043, -71.2688776218742 19.41544802273198, -71.26896980677617 19.41527062778938, -71.26911525654376 19.4151289429257, -71.26929973351022 19.41503683713758, -71.26950517989313 19.41500332628131, -71.26971148537442 19.41503169057611, -71.26989845556014 19.41511915353523, -71.27004778866281 19.41525715374471, -71.27014486694794 19.41543218288752, -71.27018018760828 19.4156271079917, -71.27015029300614 19.41582284848678, -71.27005810920949 19.41600024392125, -71.26991265965363 19.41614192952416, -71.26972818192442 19.41623403601648, -71.26952273409564 19.41626754727298, -71.26931642703762 19.41623918292155, -71.26912945574657 19.41615171947055, -71.26898012243218 19.41601371852185, -71.2688830449098 19.41583868867482, -71.26884772569532 19.41564376317043))",258911,Baseline,1. Follow-up1,0,trend
280,2603,11,pasto,0,0.62879992,19.445791,-71.11199499999998,0,Revisar tipo de cultivo,Revisar tipo de cultivo,"ok, revisar tipo de cultivo",15135.554,"POLYGON ((-71.1113285754558 19.44579876019109, -71.11135866502816 19.44560302746322, -71.11145104332269 19.44542569489642, -71.11159666755262 19.44528412096676, -71.11178128297573 19.44519216381165, -71.11198681825842 19.44515882473896, -71.11219315438164 19.44518736715418, -71.11238009395187 19.44527499713664, -71.11252933817708 19.4454131369242, -71.1126262780207 19.44558826453721, -71.1126614242251 19.44578323736392, -71.11263133622842 19.44597897016082, -71.11253895902962 19.4461563032282, -71.11239333499687 19.44629787789879, -71.11220871879712 19.44638983575215, -71.1120031820606 19.44642317521372, -71.11179684436168 19.44639463272947, -71.11160990369575 19.44630700224642, -71.11146065927335 19.44616886171793, -71.11136372020638 19.44599373340667, -71.1113285754558 19.44579876019109))",260311,Baseline,1. Follow-up1,1,no trend
292,2630,14,pasto,0,13.959357999999998,19.53055,-71.454277,0,"Punto cercano al de la parcela 15, mover hacia la mitad del cultivo","Se movió hacia arriba, zona de influencia contiene arbustos",ok,13943.393,"POLYGON ((-71.45263645433825 19.53299474389975, -71.45320801797318 19.5328242719222, -71.45378105616537 19.53288880437023, -71.4538518067164 19.53324425654212, -71.45364210077804 19.53342789457666, -71.4536428971857 19.53384111656509, -71.453302318184 19.53437777996324, -71.45288792989487 19.53399600194489, -71.4526720313672 19.53318960537193, -71.45263645433825 19.53299474389975))",263014,Baseline,1. Follow-up1,0,trend
295,2630,12,pasto,0,15.719998,19.53035,-71.454605,0,"Punto sobre la vía, mover hacía la mitad del cultivo","Se movió hacia la izquierda, zona de influencia contiene arbustos","ok, arbol",15129.122,"POLYGON ((-71.45500099879398 19.5318880112225, -71.45503067251271 19.53169226365626, -71.45512269446394 19.53151479039925, -71.45526805673799 19.53137296370129, -71.45545253023009 19.53128066644216, -71.45565805749668 19.53124693321889, -71.45586452030294 19.53127506601538, -71.45605170885702 19.5313623110037, -71.45620129999898 19.53150012810562, -71.45629865073818 19.53167502692857, -71.45633423159887 19.53186988725892, -71.45630455947247 19.53206563486892, -71.45621253864726 19.53224310861244, -71.45606717660286 19.53238493605384, -71.45588270235629 19.53247723402936, -71.4556771736393 19.53251096766834, -71.45547070924073 19.53248283482809, -71.45528351956062 19.53239558935325, -71.45513392818903 19.5322577715079, -71.45503657820429 19.53208287196855, -71.45500099879398 19.5318880112225))",263012,Baseline,1. Follow-up1,0,trend
296,2630,15,pasto,0,24.334557,19.5306,-71.45416999999999,0,Mover punto y revisar área,Se movió hacia arriba y derecha,"ok, arboles",15129.134,"POLYGON ((-71.4525880496532 19.53134331300735, -71.45261772631115 19.5311475655224, -71.4527097508135 19.5309700932335, -71.45285511500089 19.53082826829567, -71.45303958958129 19.53073597341639, -71.45324511700461 19.53070224295977, -71.45345157902072 19.5307303786389, -71.45363876591507 19.53081762634373, -71.45378835469018 19.53095544573011, -71.45388570258707 19.53113034618184, -71.45392128040817 19.53132520732587, -71.45389160534242 19.53152095485476, -71.4537995819659 19.53169842763028, -71.45365421800791 19.53184025331153, -71.45346974267288 19.53193254890707, -71.45326421379913 19.53196627977921, -71.45305775019082 19.53193814405613, -71.45287056217066 19.5318508958647, -71.45272097316614 19.53171307573491, -71.45262362602386 19.5315381745669, -71.4525880496532 19.53134331300735))",263015,Baseline,1. Follow-up1,0,trend
298,2634,12,pasto,0,5.8478394,19.525829,-71.46536999999998,0,"Punto sobre copa de árbol, revisar área","Se movió hacia la izquierda, zona de influencia contiene arbustos",ok,15128.853,"POLYGON ((-71.46760554937373 19.52647921888274, -71.46763520743382 19.52628347089974, -71.46772721246717 19.52610599295325, -71.46787255822011 19.52596415775225, -71.46805701720486 19.52587184900888, -71.46826253339778 19.52583810244431, -71.46846898964785 19.52586622134821, -71.468656176805 19.52595345325245, -71.46880577184608 19.52609125935942, -71.46890313139899 19.52626615035278, -71.46893872512535 19.52646100678538, -71.46890906865737 19.52665675481112, -71.46881706475061 19.52683423324332, -71.46867171922847 19.52697606918749, -71.46848725949053 19.52706837864761, -71.46828174184814 19.52710212562877, -71.46807528400596 19.52707400668212, -71.4678880957222 19.52698677429218, -71.46773850045032 19.52684896744204, -71.46764114165062 19.52667407573191, -71.46760554937373 19.52647921888274))",263412,Baseline,1. Follow-up1,0,trend
300,2635,11,pasto,0,8.1743994,19.51228,-71.491028,0,"Punto sobre arbusto, mover hacía abajo",Se movió hacia abajo,ok,15128.348,"POLYGON ((-71.49049849977543 19.51144953200578, -71.49052812923475 19.51125378329617, -71.49062010130149 19.51107629709606, -71.49076541294879 19.51093444692258, -71.49094984002717 19.51084211795358, -71.49115532963579 19.51080834788998, -71.4913617672256 19.5108364423215, -71.49154894547297 19.51092365117524, -71.49169854222706 19.51106143790972, -71.49179591394832 19.51123631510482, -71.49183152910767 19.51143116466411, -71.49180190123958 19.51162691341453, -71.4917099303002 19.51180440009874, -71.49156461888573 19.51194625101469, -71.49138019105678 19.51203858070095, -71.49117470000084 19.51207235118262, -71.4909682608198 19.5120442567103, -71.49078108144508 19.51195704737247, -71.49063148445813 19.5118192598955, -71.49053411348747 19.51164438198314, -71.49049849977543 19.51144953200578))",263511,Baseline,1. Follow-up1,0,trend
303,2636,21,pasto,0,18.863998000000002,19.469229000000002,-71.503159,0,"Revisar área, centrar punto","Se movió hacia la derecha y arriba, zona de influencia contiene arboles","ok, arbustos",15128.169,"POLYGON ((-71.49987510664687 19.47106192720615, -71.4999047232434 19.47086617823207, -71.49999666706009 19.4706886902028, -71.50014193783572 19.47054683681477, -71.50032631542143 19.47045450356073, -71.5005317517607 19.47042072856119, -71.50073813751828 19.47044881788901, -71.50092527044374 19.47053602197071, -71.50107483282238 19.47067380473168, -71.50117218447969 19.4708486791405, -71.50120779585095 19.47104352737337, -71.50117818084203 19.47123927638706, -71.50108623815085 19.47141676489863, -71.50094096760874 19.47155861902744, -71.50075658927534 19.47165095299778, -71.50055115149277 19.47168472841554, -71.50034476414757 19.4716566390481, -71.50015763009658 19.47156943448409, -71.50000806748443 19.47143165098235, -71.49991071657483 19.47125677585723, -71.49987510664687 19.47106192720615))",263621,Baseline,1. Follow-up1,0,trend
306,2637,11,pasto,0,1.5719998,19.5023,-71.46601899999999,0,Mover hacia la izquierda,Se movió hacia la izquierda,ok,15128.861,"POLYGON ((-71.46653258831917 19.50198112397978, -71.46656224680322 19.50178537603994, -71.46665424244424 19.50160789959126, -71.4667995699081 19.50146606719622, -71.46698400349737 19.50137376229243, -71.46718948967413 19.50134002022533, -71.46739591422521 19.50136814384442, -71.46758307110309 19.50145538021997, -71.46773264024841 19.5015931901166, -71.46782998082385 19.50176808384685, -71.46786556434888 19.50196294169556, -71.46783590745459 19.50215868967793, -71.46774391293857 19.50233616661157, -71.46759858570528 19.50247799974877, -71.46741415136404 19.50257030536844, -71.46720866374004 19.5026040478517, -71.46700223759923 19.50257592419008, -71.4668150795963 19.50248868732956, -71.46666551022042 19.50235087669077, -71.46656817039694 19.50217598224464, -71.46653258831917 19.50198112397978))",263711,Baseline,1. Follow-up1,1,no trend
311,2703,11,pasto,0,7.105439200000001,19.53809,-71.517212,0,"Punto sobre la vía, mover hacía la derecha o izquierda, revisar área",Se movió hacia abajo y derecha,ok,15127.724,"POLYGON ((-71.52227886357295 19.53705735793786, -71.52230845491913 19.536861608244, -71.52240040129017 19.5366841085499, -71.522545702174 19.53654223369365, -71.52273013447423 19.53644987126909, -71.52293564477876 19.5364160622517, -71.52314211651284 19.53644411604386, -71.52332933901104 19.53653128655044, -71.52347898579147 19.53666904098355, -71.52357640841811 19.53684389508507, -71.52361207037904 19.53703873301947, -71.52358248062731 19.53723448275199, -71.52349053538751 19.53741198292945, -71.52334523473961 19.53755385852913, -71.52316080168991 19.53764622167321, -71.52295528993676 19.5376800311114, -71.52274881660824 19.53765197728057, -71.5225615929788 19.53756480629063, -71.52241194596245 19.53742705111409, -71.52231452408527 19.53725219629305, -71.52227886357295 19.53705735793786))",270311,Baseline,1. Follow-up1,0,trend
315,2708,11,pasto,0,3.7727995,19.530179999999998,-71.45266700000002,0,Punto cercano a edificación,"Se movió hacia abajo, zona de influencia tiene arboles",ok,8262.288,"POLYGON ((-71.45265660121952 19.53017329147908, -71.45203166446369 19.52991833848886, -71.45171323238117 19.52939578758084, -71.451856958061 19.5291484370244, -71.45204143153722 19.52905614329528, -71.45221527979274 19.52908937962884, -71.45239853948866 19.52931933582431, -71.45268949167142 19.52946518312593, -71.45267720648994 19.52973395148375, -71.45286972356227 19.52985530767717, -71.45265660121952 19.53017329147908))",270811,Baseline,1. Follow-up1,0,trend
325,2774,11,pasto,0,1.3833598,19.47588,-71.504425,0,"Punto sobre la vía, mover hacía arriba","Se movió hacia arriba, zona de influencia contiene arboles","ok, arboles",15686.25,"POLYGON ((-71.50381162574197 19.47723859627386, -71.50384123773127 19.47704284717646, -71.50386426695897 19.47663094756446, -71.50435153874569 19.47644342393584, -71.50428678831086 19.47683688090181, -71.50449306364733 19.47679270560256, -71.50467064972339 19.47629954750412, -71.5052780627136 19.47648742504532, -71.50510874317087 19.47702531522161, -71.50487753864441 19.47773525877106, -71.50384724255211 19.4774334433571, -71.50381162574197 19.47723859627386))",277411,Baseline,1. Follow-up1,0,trend
330,3055,13,pasto,0,0.31439996,19.427654999999998,-70.61919899999998,1,Centrar punto sobre el cultivo de pasto y revisar el área,Se movió hacia abajo,"ok, arboles",15143.09,"POLYGON ((-70.61846907533165 19.42712856373658, -70.61849976220945 19.42693286448036, -70.6185926902492 19.42675573988123, -70.61873876285652 19.42661452805462, -70.61892368140548 19.42652305169269, -70.61912934489561 19.42649026504317, -70.61933562176011 19.42651937744178, -70.61952232040406 19.42660753917923, -70.61967116561367 19.42674612044483, -70.61976758740425 19.42692155604403, -70.61980214722358 19.42711667321401, -70.61977146190721 19.42731237257668, -70.61967853492591 19.4274894976998, -70.61953246246973 19.42763071026777, -70.61934754310695 19.42772218730527, -70.61914187814881 19.42775497430652, -70.61893559972287 19.42772586180145, -70.61874890002051 19.42763769954001, -70.61860005465972 19.42749911753305, -70.61850363368298 19.42732368125829, -70.61846907533165 19.42712856373658))",305513,Baseline,1. Follow-up1,1,no trend
332,3103,11,plátano,0,0.88031989,19.848955,-71.034357,1,Centrar,Se movió hacia la derecha y abajo,ok,9301.374,"POLYGON ((-71.03438502798518 19.84887842120147, -71.03277861795186 19.8485908392953, -71.03261421413941 19.84810456379232, -71.034392562024 19.84839018551634, -71.03438502798518 19.84887842120147))",310311,Baseline,1. Follow-up1,1,no trend
335,3115,21,plátano,0,2.4523196,19.411885,-70.537537,0,ok,Zona de inflencia contiene arbustos,"ok, arbustos",23518.033,"POLYGON ((-70.53694738119634 19.41134092847088, -70.5398302334422 19.41217587553273, -70.53963071550343 19.41284812902099, -70.53677486783101 19.41196737879303, -70.53694738119634 19.41134092847088))",311521,Baseline,1. Follow-up1,1,no trend
337,3125,11,plátano,0,1.0689598,19.845717999999998,-71.057986,1,Centrar punto,"Se movió hacia la derecha y arriba, zona de influencia contiene arboles",ok,8797.666,"POLYGON ((-71.05694755759824 19.84650487217773, -71.05722408519655 19.84554491833796, -71.05798329458806 19.8457444312205, -71.05777428846146 19.84660597768353, -71.05694755759824 19.84650487217773))",312511,Baseline,1. Follow-up1,1,no trend
340,3130,11,pasto,0,3.7727995,19.890525,-70.969421,1,"Punto sobre copa de árbol, revisar área y mover",Se movió hacia la izquierda y arriba,ok,15137.977,"POLYGON ((-70.97144587541136 19.89191133904336, -70.97147616693735 19.89171561626485, -70.97156891385877 19.8915383273875, -70.97171503730269 19.89139682660771, -70.97190023366191 19.89130496489977, -70.97210637474177 19.89127173422728, -70.97231328223013 19.89130038738535, -70.97250070280977 19.89138811961533, -70.97265029060658 19.89152634314943, -70.97274740295119 19.89170152781298, -70.97278253369538 19.89189652541099, -70.97275224378411 19.89209224827456, -70.9726594979756 19.89226953767403, -70.97251337471766 19.8924110392136, -70.97232817754647 19.89250290162873, -70.97212203496683 19.89253613268574, -70.97191512586375 19.89250747944261, -70.97172770417122 19.8924197466905, -70.97157811618843 19.89228152239663, -70.97148100465577 19.89210633702588, -70.97144587541136 19.89191133904336))",313011,Baseline,1. Follow-up1,1,no trend
